title,price,location,bedrooms,bathrooms,toilets,size
4 bedroom detached bungalow for sale,"85,000,000","Elewuro Area Akobo, Ibadan, Oyo",4.0,4.0,4.0,"1,000 sqm covered area"
5 bedroom detached duplex for sale,"500,000,000","Agodi Gra, Ibadan, Oyo",5.0,5.0,5.0,"1,000 sqm covered area"
3 bedroom block of flats for sale,"130,000,000","Abela Alagutan, Ibadan, Oyo",3.0,3.0,3.0,"1,000 sqm covered area"
4 bedroom detached duplex for sale,"350,000,000","Jericho Gra, Ibadan, Oyo",4.0,4.0,4.0,"1,000 sqm covered area"
4 bedroom block of flats for sale,"450,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
5 bedroom detached duplex for sale,"465,000,000","Prestigious Oluyole Estate, Ibadan, Oyo",5.0,5.0,5.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"300,000,000","Popular Aerodrome Gra, Samonda, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"250,000,000","Tiger Estate, Ojoo, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"230,000,000","Legacy Estate,kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"150,000,000","Elewuro Junction Off Akala Express Way, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
4 bedroom block of flats for sale,"1,700,000,000","Jericho Gra, Ibadan, Oyo",4.0,4.0,4.0,"1,545 sqm covered area"
18 bedroom detached bungalow for sale,"850,000,000","Ajoke Estate Jericho, Ibadan, Oyo",18.0,,,"1,545 sqm covered area"
5 bedroom detached duplex for sale,"465,000,000","Ajimobi Street Oluyole Estate, Ibadan, Oyo",5.0,5.0,5.0,"1,545 sqm covered area"
5 bedroom detached duplex for sale,"385,000,000","Oluyole, Ibadan, Oyo",5.0,5.0,6.0,"1,545 sqm covered area"
5 bedroom detached duplex for sale,"280,000,000","Oluyole Estate, Ibadan, Oyo",5.0,5.0,6.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"280,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,,,"1,545 sqm covered area"
3 bedroom detached bungalow for sale,"83,000,000","Abdulsalam Estate, Akala Way, Akobo, Ibadan, Oyo",3.0,3.0,4.0,"1,545 sqm covered area"
Block of flats for sale,"28,000,000","Alakia, Ibadan, Oyo",,,,"1,545 sqm covered area"
4 bedroom detached bungalow for sale,"55,000,000","Aroromakin, University Of Ibadan Cooperative, Ojoo, Ibadan, Oyo",4.0,,,"1,545 sqm covered area"
20 bedroom house for sale,"45,000,000","Behind Ap, Near Molete - Dugbe Road, Oke Ado, Ibadan, Oyo",20.0,4.0,4.0,"1,545 sqm covered area"
9 bedroom house for sale,"80,000,000","Icast Area, Elebu Off Akala Express, Ibadan, Oyo",9.0,9.0,12.0,"1,545 sqm covered area"
5 bedroom detached duplex for sale,"310,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",5.0,6.0,6.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"200,000,000","New Bodija, Ibadan, Oyo",4.0,5.0,5.0,"1,545 sqm covered area"
4 bedroom detached duplex for sale,"200,000,000","Ikolaba Gra Agodi, Ibadan, Oyo",4.0,5.0,6.0,"1,545 sqm covered area"
4 bedroom detached bungalow for sale,"85,000,000","Airforce Estate, Akobo, Ibadan, Oyo",4.0,4.0,5.0,"1,545 sqm covered area"
6 bedroom detached duplex for sale,"350,000,000","Kolapo Ishola Gra, Ibadan, Oyo",6.0,7.0,7.0,450 sqm total area
4 bedroom detached duplex for sale,"170,000,000","Carlton Gate Estate, Ibadan, Oyo",4.0,,5.0,450 sqm total area
3 bedroom detached bungalow for sale,"23,000,000","Olosan Road, Alakia, Ibadan, Oyo",3.0,,,450 sqm total area
2 bedroom semi-detached bungalow for sale,"70,000,000","Old Bodija, Ibadan, Oyo",2.0,,,450 sqm total area
5 bedroom detached duplex for sale,"310,000,000","Blue Gate Oluyole Estate, Ibadan, Oyo",5.0,6.0,6.0,450 sqm total area
4 bedroom detached duplex for sale,"300,000,000","Alalubosa, Ibadan, Oyo",4.0,,,450 sqm total area
Block of flats for sale,"300,000,000","Adeoyo Road, Ringroad, Challenge, Ibadan, Oyo",,,,450 sqm total area
3 bedroom semi-detached bungalow for sale,"120,000,000","Kolapo Isola Gra, Akobo, Ibadan, Oyo",3.0,,,450 sqm total area
5 bedroom detached duplex for sale,"465,000,000","Oluyole Estate, Ibadan, Oyo",5.0,5.0,6.0,450 sqm total area
3 bedroom block of flats for sale,"45,000,000","Okunsaga Street, Eleyele, Ibadan, Oyo",3.0,,,450 sqm total area
5 bedroom detached bungalow for sale,"160,000,000","Bashorun Housing Estate (air Force Estate), Akobo, Ibadan, Oyo",5.0,6.0,6.0,"1,200 sqm total area"
Block of flats for sale,"100,000,000","Idi Iroko, New Felele, Soka, Challenge, Ibadan, Oyo",,,,"1,200 sqm total area"
3 bedroom house for sale,"80,000,000","Olunde Scheme, Academy, Ibadan*, Ibadan, Oyo",3.0,3.0,3.0,"1,200 sqm total area"
4 bedroom detached duplex for sale,"160,000,000","Gra, Agodi, Ibadan, Oyo",4.0,,,"1,200 sqm total area"
5 bedroom detached duplex for sale,"350,000,000","Kolapo Isola Gra, Akobo, Ibadan, Oyo",5.0,,,"1,200 sqm total area"
4 bedroom detached bungalow for sale,"70,000,000","Bashorun, New Bodija, Ibadan, Oyo",4.0,,,"1,200 sqm total area"
5 bedroom detached duplex for sale,"300,000,000","Oluyole Estate, Ibadan, Oyo",5.0,5.0,6.0,"1,200 sqm total area"
4 bedroom terraced duplex for sale,"150,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,4.0,5.0,"1,200 sqm total area"
5 bedroom semi-detached duplex for sale,"370,000,000","Kolapo Ishola Gra Estate, Akobo, Ibadan, Oyo",5.0,6.0,6.0,"1,200 sqm total area"
4 bedroom detached duplex for sale,"250,000,000","Baale Akintola, Jericho, Ibadan, Oyo",4.0,5.0,5.0,"1,200 sqm total area"
4 bedroom detached bungalow for sale,"170,000,000","Old Bodija Estate, Ibadan, Oyo",4.0,,,"1,200 sqm total area"
Block of flats for sale,"550,000,000","Onireke Gra, Jericho, Ibadan, Oyo",,,,"2,800 sqm covered area"
5 bedroom detached duplex for sale,"159,999,999","Gra, Agodi, Ibadan, Oyo",5.0,6.0,6.0,"2,800 sqm covered area"
4 bedroom detached duplex for sale,"160,000,000","Gra, Agodi, Ibadan, Oyo",4.0,,5.0,"2,800 sqm covered area"
3 bedroom semi-detached duplex for sale,"145,000,000","Golfview Estate, Link Reservations, Onireke Gra., Ibadan, Oyo",3.0,,4.0,"2,800 sqm covered area"
2 bedroom detached bungalow for sale,"85,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",2.0,,,"2,800 sqm covered area"
3 bedroom detached bungalow for sale,"100,000,000","Adeniran Estate, Alafara Ile Tuntun Jericho Extension, Jericho, Ibadan, Oyo",3.0,4.0,4.0,"2,800 sqm covered area"
4 bedroom semi-detached duplex for sale,"160,000,000","Chief Lateef Oyelade Gra, Oluyole Industrial Estate, Ibadan, Oyo",4.0,5.0,5.0,"2,800 sqm covered area"
4 bedroom detached duplex for sale,"230,000,000","Alalubosa Gra, Alalubosa, Ibadan, Oyo",4.0,4.0,5.0,"2,800 sqm covered area"
4 bedroom semi-detached duplex for sale,"125,000,000","Peace Estate, Ibadan, Oyo",4.0,4.0,5.0,"2,800 sqm covered area"
5 bedroom detached duplex for sale,"750,000,000","Oba Adesida Street, Iyaganku Gra, Iyaganku, Ibadan, Oyo",5.0,,,"3,500 sqm total area"
4 bedroom semi-detached duplex for sale,"180,000,000","Association Street, Ashi. Bodija, Ibadan, Oyo",4.0,4.0,5.0,600 sqm total area
6 bedroom detached duplex for sale,"285,000,000","Larry Estate, Oluyole Estate, Ibadan, Oyo",6.0,6.0,7.0,600 sqm total area
5 bedroom detached duplex for sale,"300,000,000","Malami Estate,  Oluyole Estate, Ibadan, Oyo",5.0,6.0,7.0,600 sqm total area
5 bedroom detached duplex for sale,"200,000,000","New Bodija Estate, Ibadan, Oyo",5.0,6.0,6.0,600 sqm total area
5 bedroom semi-detached duplex for sale,"240,000,000","Gra, Jericho, Ibadan, Oyo",5.0,6.0,6.0,600 sqm total area
4 bedroom detached bungalow for sale,"270,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,5.0,5.0,600 sqm total area
4 bedroom detached duplex for sale,"180,000,000","Omololu Olunloyo Gra Ring Road, Ibadan, Oyo",4.0,4.0,5.0,600 sqm total area
4 bedroom detached duplex for sale,"450,000,000","Kolapo Ishola Gra Estate, Akobo, Ibadan, Oyo",4.0,5.0,5.0,600 sqm total area
5 bedroom semi-detached duplex for sale,"360,000,000","Afin Iyanun, Providence Estate, Ibadan, Oyo",5.0,5.0,5.0,600 sqm total area
3 bedroom detached bungalow for sale,"29,000,000","Akufo, Adron London Park And Gardens, Ibadan, Oyo",3.0,4.0,4.0,600 sqm total area
4 bedroom detached duplex for sale,"305,000,000","Calton Gate Gra, Akobo, Ibadan, Oyo",4.0,5.0,5.0,600 sqm total area
3 bedroom detached bungalow for sale,"60,900,000","The Gloverwood Bungalows By Elanorris, Lawoyin, Ologuneru, Ibadan, Oyo",3.0,4.0,4.0,300 sqm total area
5 bedroom detached duplex for sale,"198,000,000","Ayo Adekunle Street, New Bodija, Ibadan, Oyo",5.0,6.0,6.0,300 sqm total area
4 bedroom detached duplex for sale,"400,000,000","Oba Akenzua Road Onireke Gra, Jericho, Ibadan, Oyo",4.0,5.0,5.0,"3,000 sqm covered area"
7 bedroom detached duplex for sale,"350,000,000","Adeyi Junction, Old Bodija, Ibadan, Oyo",7.0,8.0,8.0,"3,000 sqm covered area"
5 bedroom detached duplex for sale,"140,000,000","Ire Akari Estate Akala Express, Challenge, Ibadan, Oyo",5.0,6.0,6.0,"3,000 sqm covered area"
10 bedroom semi-detached duplex for sale,"150,000,000","Akingbade Area Near Gbagi Off Airport-ife Road, Ibadan, Oyo",10.0,10.0,12.0,"3,000 sqm covered area"
5 bedroom detached duplex for sale,"220,000,000","Kolapo Ishola Estate, Ibadan, Oyo",5.0,6.0,6.0,"3,000 sqm covered area"
4 bedroom detached duplex for sale,"180,000,000","Kolapo Ishola, Akobo, Ibadan, Oyo",4.0,5.0,5.0,"3,000 sqm covered area"
2 bedroom block of flats for sale,"100,000,000","Almond Estate, Faith Bible Area, Akobo, Ibadan, Oyo",2.0,2.0,3.0,300 sqm total area
3 bedroom detached bungalow for sale,"80,000,000","Success Estate, Akuru, Elebu, Off Akala Expressway, Oluyole Extension, Ibadan, Oyo",3.0,3.0,3.0,501 sqm total area
4 bedroom detached bungalow for sale,"110,000,000","City Park And Gardens Estate, Opposite Coca-cola Factory, Egbeda, Ibadan, Oyo",4.0,4.0,4.0,501 sqm total area
2 bedroom detached bungalow for sale,"40,000,000","Baayforeshore, Ibadan, Oyo",2.0,3.0,3.0,501 sqm total area
4 bedroom detached bungalow for sale,"32,000,000","Yawiri, Akobo Ojurin, Akobo, Ibadan, Oyo",4.0,4.0,4.0,501 sqm total area
2 bedroom detached bungalow for sale,"53,000,000","Near Taska Filling Station Off Akala Express Way, Ibadan, Oyo",2.0,2.0,2.0,501 sqm total area
3 bedroom block of flats for sale,"70,000,000","Kufeyiji Street, Ibadan, Oyo",3.0,3.0,3.0,501 sqm total area
3 bedroom detached bungalow for sale,"85,000,000","Opposite Kuola Police Station, Off Akala Express Road., Ibadan, Oyo",3.0,3.0,3.0,501 sqm total area
4 bedroom detached duplex for sale,"9,000,000","Odo Oba, Moniya, Ibadan, Oyo",4.0,4.0,5.0,501 sqm total area
5 bedroom detached duplex for sale,"170,000,000","Shola Street, Jericho, Ibadan, Oyo",5.0,5.0,6.0,501 sqm total area
4 bedroom detached duplex for sale,"250,000,000","Alalubosa Main Gra, Ibadan, Oyo",4.0,4.0,4.0,501 sqm total area
Block of flats for sale,"50,000,000","New Bodija, Ibadan, Oyo",,,,501 sqm total area
2 bedroom block of flats for sale,"35,000,000","Ire Akari Estate, Soka, Ibadan, Oyo",2.0,2.0,2.0,501 sqm total area
4 bedroom detached duplex for sale,"245,000,000","Oluyole Estate, Ibadan, Oyo",4.0,5.0,5.0,501 sqm total area
5 bedroom detached duplex for sale,"226,000,000","Oluyole Estate, Ibadan, Oyo",5.0,6.0,6.0,501 sqm total area
3 bedroom block of flats for sale,"650,000,000","Aerodrome Gra Mini Estate, Samonda, Ibadan, Oyo",3.0,4.0,4.0,"2,300 sqm total area"
4 bedroom detached duplex for sale,"220,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,5.0,5.0,"2,300 sqm total area"
4 bedroom detached bungalow for sale,"60,000,000","Olaogun Estate, Old Ife Road, Ibadan, Oyo",4.0,4.0,4.0,"2,300 sqm total area"
3 bedroom detached bungalow for sale,"40,000,000","Amugba, Off Olorunda Abaa, Akobo Area,, Ibadan, Oyo",3.0,3.0,3.0,"1,185 sqm total area"
4 bedroom block of flats for sale,"70,000,000","Beside Brent Supermarket Apata Area, Ibadan, Oyo",4.0,4.0,4.0,"1,185 sqm total area"
2 bedroom semi-detached bungalow for sale,"6,000,000","Omi Adio Train Terminal, Omi Adio, Ibadan, Oyo",2.0,2.0,2.0,"1,185 sqm total area"
3 bedroom detached duplex for sale,"40,000,000","Karinkapo Estate, Tipper Garage, Akala Express,, Ibadan, Oyo",3.0,3.0,3.0,312 sqm total area
3 bedroom detached bungalow for sale,"75,000,000","Jericho Extension Alafara, Ibadan, Oyo",3.0,4.0,4.0,312 sqm total area
3 bedroom detached bungalow for sale,"80,000,000","Olusetan Estate, Elebu, Oluyole Extension, Ibadan, Oyo",3.0,,,312 sqm total area
4 bedroom terraced duplex for sale,"90,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,,,312 sqm total area
4 bedroom detached bungalow for sale,"73,000,000","Faruku, Soka, Ibadan, Oyo",4.0,,,312 sqm total area
3 bedroom detached bungalow for sale,"68,000,000","Tobi Rentals Junction, Eleyele- Ologuneru Rd, Ibadan, Oyo",3.0,3.0,3.0,312 sqm total area
4 bedroom detached bungalow for sale,"80,000,000","Asunle Area Off Akala Express, Ibadan, Oyo",4.0,4.0,4.0,312 sqm total area
4 bedroom detached duplex for sale,"240,000,000","Sijuade, Jericho, Ibadan, Oyo",4.0,,,312 sqm total area
5 bedroom semi-detached duplex for sale,"120,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",5.0,4.0,4.0,312 sqm total area
4 bedroom detached duplex for sale,"200,000,000","Calton Gate Estate Gra, Akobo, Ibadan, Oyo",4.0,4.0,4.0,312 sqm total area
4 bedroom semi-detached duplex for sale,"250,000,000","Lare Adigun Gra, Ibadan, Oyo",4.0,4.0,4.0,312 sqm total area
2 bedroom block of flats for sale,"70,000,000","Omolayo Estate, Ibadan, Oyo",2.0,2.0,2.0,545 sqm total area
4 bedroom detached bungalow for sale,"90,000,000","Royal Garden Estate, Elebu, Off Akala Express, Ibadan, Oyo",4.0,4.0,4.0,545 sqm total area
3 bedroom semi-detached duplex for sale,"160,000,000","Carlton Gate Estate  Next To Kolapo Ishola Gra, Akobo, Ibadan, Oyo",3.0,3.0,3.0,545 sqm total area
3 bedroom detached duplex for sale,"80,000,000","Mkh City  Estate Oluyunde, Ibadan, Oyo",3.0,3.0,4.0,545 sqm total area
3 bedroom block of flats for sale,"45,000,000","Julian Nursery And Primary School,aromolaran, Ibadan, Oyo",3.0,3.0,3.0,545 sqm total area
4 bedroom detached duplex for sale,"300,000,000","Sijuwade Road, Jericho, Ibadan, Oyo",4.0,4.0,4.0,700 sqm total area
4 bedroom house for sale,"9,000,000","Odo Oba, Moniya, Ibadan, Oyo",4.0,4.0,4.0,700 sqm total area
4 bedroom detached bungalow for sale,"60,000,000","Bola Extention, Ojoo Barracks, Ibadan, Oyo",4.0,4.0,4.0,700 sqm total area
3 bedroom detached bungalow for sale,"65,000,000","Temidere  Estate, Ologuneru, Ibadan, Oyo",3.0,3.0,3.0,550 sqm total area
4 bedroom detached duplex for sale,"65,000,000","Abiola Quarters, Moniya, Ibadan, Oyo",4.0,4.0,5.0,175 sqm total area
5 bedroom semi-detached duplex for sale,"120,000,000","Ikolaba Gra, Ibadan, Oyo",5.0,5.0,5.0,500 sqm total area
4 bedroom semi-detached duplex for sale,"250,000,000","Apampa Estate, Jericho Gra, Ibadan, Oyo",4.0,4.0,4.0,500 sqm total area
4 bedroom detached bungalow for sale,"75,000,000","Bashorun Housing Estate, Akobo, Ibadan, Oyo",4.0,4.0,4.0,500 sqm total area
7 bedroom detached bungalow for sale,"40,000,000","Adegbayi, Old Ife Road, Alakia, Ibadan, Oyo",7.0,,,500 sqm total area
3 bedroom detached bungalow for sale,"35,000,000","Omi Adio, Ibadan, Oyo",3.0,3.0,3.0,500 sqm total area
3 bedroom semi-detached duplex for sale,"32,000,000","Elebu Akala Express, Ibadan, Oyo",3.0,3.0,3.0,500 sqm total area
Block of flats for sale,"50,000,000","Olubadan Estate, Alakia, Ibadan, Oyo",,,,500 sqm total area
6 bedroom detached duplex for sale,"220,000,000","Iyaganku Gra, Ibadan, Oyo",6.0,6.0,7.0,500 sqm total area
4 bedroom semi-detached duplex for sale,"200,000,000","Ikolaba Estate, Agodi, Ibadan, Oyo",4.0,4.0,4.0,500 sqm total area
4 bedroom detached bungalow for sale,"90,000,000","Ateere ,kasunmu Off Akalaâs Expressway, Ibadan, Oyo",4.0,,,500 sqm total area
3 bedroom detached bungalow for sale,"85,000,000","Ateere Akala Express, Challenge, Ibadan, Oyo",3.0,4.0,4.0,500 sqm total area
5 bedroom detached duplex for sale,"500,000,000","Agodi, Ibadan, Oyo",5.0,6.0,6.0,500 sqm total area
5 bedroom semi-detached duplex for sale,"370,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",5.0,6.0,6.0,500 sqm total area
4 bedroom detached duplex for sale,"130,000,000","Palace Estate, Akala, Akobo, Ibadan, Oyo",4.0,4.0,4.0,500 sqm total area
5 bedroom detached bungalow for sale,"150,000,000","Adebisi Layout, Nnpc Area, Apata, Ibadan, Oyo",5.0,,,500 sqm total area
4 bedroom semi-detached duplex for sale,"200,000,000","Kolapo Ishola Gra, Ibadan, Oyo",4.0,4.0,5.0,500 sqm total area
4 bedroom detached duplex for sale,"280,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,5.0,5.0,500 sqm total area
3 bedroom house for sale,"45,000,000","Akobo Extension, Akobo, Ibadan, Oyo",3.0,3.0,4.0,500 sqm total area
Block of flats for sale,"25,000,000","Adegbayi, Alakia, Ibadan, Oyo",,,,500 sqm total area
3 bedroom detached bungalow for sale,"85,000,000","Niyi Ishola Estate, Elebu, Ibadan, Oyo",3.0,3.0,4.0,500 sqm total area
4 bedroom semi-detached duplex for sale,"200,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",4.0,4.0,5.0,500 sqm total area
5 bedroom detached bungalow for sale,"80,000,000","Akilapa Estate., Jericho, Ibadan, Oyo",5.0,6.0,6.0,580 sqm total area
4 bedroom detached duplex for sale,"300,000,000","Engineer Lere Adigun Gra, Next To Bcos, Bashorun, Ibadan, Oyo",4.0,5.0,5.0,501 sqm total area
5 bedroom detached duplex for sale,"600,000,000","Aerodrome Gra, Samonda, Ibadan, Oyo",5.0,5.0,4.0,501 sqm total area
2 bedroom detached duplex for sale,"38,000,000","Ibadan, Oyo",2.0,,,501 sqm total area
4 bedroom house for sale,"37,000,000","Apata, Ibadan, Oyo",4.0,4.0,5.0,501 sqm total area
5 bedroom detached bungalow for sale,"165,000,000","Tunji Bello Street, Ikolaba Gra, Ibadan, Oyo",5.0,,,501 sqm total area
5 bedroom semi-detached bungalow for sale,"165,000,000","Along Aare Avenue, New Bodija, Ibadan, Oyo",5.0,,,501 sqm total area
4 bedroom detached bungalow for sale,"50,000,000","Unity (isokan) Estate, Akobo, Ibadan, Oyo",4.0,,,501 sqm total area
2 bedroom block of flats for sale,"100,000,000","Yemetu, Ibadan, Oyo",2.0,1.0,1.0,501 sqm total area
3 bedroom detached bungalow for sale,"75,000,000","Nihort Area, Ibadan, Oyo",3.0,3.0,4.0,501 sqm total area
5 bedroom detached duplex for sale,"350,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",5.0,5.0,6.0,501 sqm total area
4 bedroom detached duplex for sale,"310,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,,,501 sqm total area
4 bedroom detached duplex for sale,"185,000,000","Emmanuel Estate, Jericho Extension., Ibadan, Oyo",4.0,,,501 sqm total area
3 bedroom terraced duplex for sale,"70,000,000","Maicon Courts, Omolayo Estate, Akobo, Ibadan, Oyo",3.0,3.0,4.0,501 sqm total area
2 bedroom detached duplex for sale,"100,000,000","Carlton Gate Estate,  Akobo G.r.a, Ibadan, Oyo",2.0,2.0,3.0,501 sqm total area
3 bedroom block of flats for sale,"130,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",3.0,4.0,4.0,501 sqm total area
3 bedroom semi-detached bungalow for sale,"75,000,000","Bashorun Housing Estate, Akobo, Ibadan, Oyo",3.0,3.0,4.0,501 sqm total area
5 bedroom detached duplex for sale,"500,000,000","Gra, Agodi, Ibadan, Oyo",5.0,6.0,6.0,501 sqm total area
4 bedroom detached duplex for sale,"240,000,000","Off Bashorun Apampa, Jericho Gra, Ibadan, Oyo",4.0,,,501 sqm total area
4 bedroom detached duplex for sale,"170,000,000","Emmanuel Estate, After Nihort, Jericho, Ibadan, Oyo",4.0,5.0,5.0,501 sqm total area
3 bedroom detached bungalow for sale,"72,000,000","Johnson Awe, Oluyole Estate, Ibadan, Oyo",3.0,,4.0,501 sqm total area
5 bedroom detached duplex for sale,"365,000,000","Kolapo Ishola Gra, Akobo, Ibadan, Oyo",5.0,6.0,6.0,501 sqm total area
4 bedroom detached duplex for sale,"155,000,000","Adenuga Street, New Bodija, Ibadan, Oyo",4.0,4.0,5.0,501 sqm total area
3 bedroom detached bungalow for sale,"75,000,000","Iletuntun, Ibadan, Oyo",3.0,3.0,4.0,501 sqm total area
5 bedroom detached duplex for sale,"190,000,000","Omolayo Estate, Akobo, Ibadan, Oyo",5.0,5.0,6.0,501 sqm total area
5 bedroom detached bungalow for sale,"83,000,000","Oke'badan Estate, Akala Way, Akobo, Ibadan, Oyo",5.0,6.0,6.0,501 sqm total area
4 bedroom detached duplex for sale,"300,000,000","Alalubosa Gra, Jericho, Ibadan, Oyo",4.0,4.0,5.0,501 sqm total area
4 bedroom detached duplex for sale,"260,000,000","Jericho, Ibadan, Oyo",4.0,4.0,5.0,501 sqm total area
5 bedroom detached duplex for sale,"260,000,000","Onireke Gra, Ibadan, Oyo",5.0,5.0,5.0,"1,500 sqm total area"
4 bedroom detached duplex for sale,"350,000,000","Akobo, Ibadan, Oyo",4.0,4.0,5.0,"1,500 sqm total area"
4 bedroom semi-detached duplex for sale,"170,000,000","Association Street, Ashi Bodija, Ibadan, Ibadan, Oyo",4.0,5.0,5.0,"1,500 sqm total area"
Block of flats for sale,"52,000,000","Iyana Church, Alakia, Ibadan, Oyo",,,,"1,500 sqm total area"
5 bedroom detached duplex for sale,"110,000,000","Adejuml, Alafara,, Jericho, Ibadan, Oyo",5.0,,,"1,500 sqm total area"
4 bedroom detached bungalow for sale,"150,000,000","Dejo Oyelese, Old Bodija, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
4 bedroom detached duplex for sale,"400,000,000","8, Ilaro Street, Old Bodija, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
6 bedroom detached duplex for sale,"250,000,000","Idi Ishin Main Road, Jericho, Ibadan, Oyo",6.0,,,"1,500 sqm total area"
Block of flats for sale,"100,000,000","Apata Market, Apata, Ibadan, Oyo",,,,"1,500 sqm total area"
4 bedroom detached bungalow for sale,"35,000,000","Idi Orogbo, After Yawiri, Akobo, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
3 bedroom block of flats for sale,"85,000,000","Wema Bank Area, Close To Main New Ife Road, Alakia, Ibadan, Oyo",3.0,,,"1,500 sqm total area"
3 bedroom block of flats for sale,"50,000,000","Isebo Alakia, Ibadan, Oyo",3.0,,,"1,500 sqm total area"
2 bedroom house for sale,"67,000,000","Mkh City, Olunde Scheme, Academy, Ibadan, Oyo",2.0,2.0,2.0,"1,500 sqm total area"
Block of flats for sale,"75,000,000","Felele, Challenge, Ibadan, Oyo",,,,"1,500 sqm total area"
3 bedroom house for sale,"70,000,000","Golden Estate, Ajara Olorunda Road, Akobo, Ibadan, Oyo",3.0,3.0,4.0,"1,500 sqm total area"
4 bedroom detached bungalow for sale,"35,000,000","Omolayo, Akobo, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
4 bedroom detached duplex for sale,"75,000,000","Shalom Estate, Off Akala Express, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
Block of flats for sale,"120,000,000","Elewuro, Akobo, Ibadan, Oyo",,,,"1,500 sqm total area"
5 bedroom detached duplex for sale,"350,000,000","Legacy Estate, Kolapo Isola Gra, Akobo, Ibadan, Oyo",5.0,,,"1,500 sqm total area"
Block of flats for sale,"70,000,000","Liberty Road, Ring Road, Challenge, Ibadan, Oyo",,,,"1,500 sqm total area"
7 bedroom detached duplex for sale,"750,000,000","Facing Awolowo Road, Old Bodija, Ibadan, Oyo",7.0,,,"1,500 sqm total area"
4 bedroom detached duplex for sale,"230,000,000","Kolapo Isola Gra, Akobo, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
3 bedroom detached bungalow for sale,"40,000,000","Ariyan, Ologuneru, Ibadan, Oyo",3.0,,,"1,500 sqm total area"
4 bedroom detached duplex for sale,"280,000,000","Carlton Gate Estate, Akobo, Ibadan, Oyo",4.0,5.0,5.0,"1,500 sqm total area"
5 bedroom detached duplex for sale,"110,000,000","Ikolaba Estate, New Bodija, Ibadan, Oyo",5.0,,,"1,500 sqm total area"
4 bedroom terraced duplex for sale,"135,000,000","Oko - Ibadan Estate, Akobo, Ibadan, Oyo",4.0,4.0,5.0,"1,500 sqm total area"
Block of flats for sale,"65,000,000","Ibadan, Oyo",,,,"1,500 sqm total area"
3 bedroom detached duplex for sale,"65,000,000","Temidire Estate, Ologuneru, Ibadan, Oyo",3.0,,,"1,500 sqm total area"
4 bedroom detached bungalow for sale,"70,000,000","All Saints College Road, Jericho Extension, Jericho, Ibadan, Oyo",4.0,4.0,5.0,"1,500 sqm total area"
4 bedroom detached bungalow for sale,"195,000,000","Old Bodija, Ibadan, Oyo",4.0,4.0,5.0,"1,500 sqm total area"
Block of flats for sale,"120,000,000","Adebisi Layout, Nnpc, Apata, Ibadan, Oyo",,,,"1,500 sqm total area"
Block of flats for sale,"35,000,000","Maku, Iyana Church, Alakia, Ibadan, Oyo",,,,"1,500 sqm total area"
Block of flats for sale,"55,000,000","Ebenezery, Ibadan Polytechnic Area, Alakia, Ibadan, Oyo",,,,"1,500 sqm total area"
4 bedroom semi-detached duplex for sale,"10,000,000","Aerodrome Gra, Samonda, Ibadan, Oyo",4.0,,,"1,500 sqm total area"
Block of flats for sale,"35,000,000","Ejikeye, Iyana Agbala, Alakia, Ibadan, Oyo",,,,"1,500 sqm total area"
7 bedroom semi-detached duplex for sale,"400,000,000","Onireke Gra, Ibadan, Oyo",7.0,7.0,7.0,"2,538 sqm total area"
4 bedroom house for sale,"100,000,000","Olorunda Aba, Akobo, Ibadan, Oyo",4.0,,,"2,538 sqm total area"
